ETF_TICKER,year,screen,pct_weight
XJH,2025,tobacco,0.0
XJH,2025,weapons,3.3493301339732056
XVV,2020,deforestation,16.594676331893528
XVV,2020,fossil_fuel,3.7933590758671816
XVV,2020,prison,12.718010254360205
XVV,2020,tobacco,2.511069050221381
XVV,2020,weapons,1.0603330212066604
XVV,2021,deforestation,10.636312319089368
XVV,2021,fossil_fuel,2.255153067654592
XVV,2021,prison,13.810013414300402
XVV,2021,tobacco,1.3437700403131014
XVV,2021,weapons,0.9678110290343309
XVV,2022,deforestation,13.360804331959786
XVV,2022,fossil_fuel,4.692270765386462
XVV,2022,prison,14.79357826032109
XVV,2022,tobacco,1.527851923607404
XVV,2022,weapons,1.2076489396175532
XVV,2023,deforestation,12.76648278730759
XVV,2023,fossil_fuel,4.816930674370295
XVV,2023,prison,15.559824178375386
XVV,2023,tobacco,1.3549671896954067
XVV,2023,weapons,1.462041204685769
XVV,2024,deforestation,12.996806090223572
XVV,2024,fossil_fuel,4.748468667607193
XVV,2024,prison,15.572575909919685
XVV,2024,tobacco,1.2959919092805663
XVV,2024,weapons,1.604748887667578
XVV,2025,deforestation,12.833850155046514
XVV,2025,fossil_fuel,4.99149744923477
XVV,2025,prison,15.724717415224564
XVV,2025,tobacco,1.1203361008302488
XVV,2025,weapons,1.9605881764529358
